TmStamp,RecNum,CO2_50_low,CO2_50_hi,CO2_50_tempC,CO2_70_low,CO2_70_hi,CO2_70_tempC
2020-04-02 01:45:00.0000000,1196,1517.0,11434.073,9.8999996,6029.0,15326.62,9.4899998
2020-04-02 02:00:00.0000000,1197,1516.0,11352.515,9.9300003,6029.0,15216.301,9.4700003
2020-04-02 02:15:00.0000000,1198,1529.0,11267.917,10.07,6029.0,15112.982,9.3599997
2020-04-02 02:30:00.0000000,1199,1515.0,11231.307,9.7799997,6022.0,15015.0,9.4499998
2020-04-02 02:45:00.0000000,1200,1513.0,11161.068,9.8999996,6019.0,14956.329,9.46
2020-04-02 03:00:00.0000000,1201,1516.0,11112.734,9.8999996,6019.0,14899.011,9.5699997
2020-04-02 03:15:00.0000000,1202,1494.0,11119.686,9.7200003,6018.0,14903.469,9.5699997
2020-04-02 03:30:00.0000000,1203,1495.0,11064.465,9.8400002,6017.0,14850.036,9.6499996
2020-04-02 03:45:00.0000000,1204,1498.0,11043.223,9.8299999,6027.0,14869.469,9.5500002
2020-04-02 04:00:00.0000000,1205,1504.0,11065.139,9.9499998,6029.0,14941.268,9.54
2020-04-02 04:15:00.0000000,1206,1509.0,11130.061,9.8900003,6029.0,15051.946,9.4399996
2020-04-02 04:30:00.0000000,1207,1531.0,11189.903,9.8699999,6029.0,15103.613,9.4499998
2020-04-02 04:45:00.0000000,1208,1523.0,11258.876,9.8100004,6026.0,15176.557,9.3599997
2020-04-02 05:00:00.0000000,1209,1532.0,11270.106,10.07,6019.0,15163.576,9.4399996
2020-04-02 05:15:00.0000000,1210,1531.0,11342.022,9.8199997,6019.0,15207.266,9.5200005
2020-04-02 05:30:00.0000000,1211,1521.0,11358.318,10.0,6018.0,15245.897,9.5299997
2020-04-02 05:45:00.0000000,1212,1522.0,11403.297,9.8900003,6018.0,15280.021,9.6000004
2020-04-02 06:00:00.0000000,1213,1523.0,11428.02,9.9099998,6021.0,15310.672,9.6000004
2020-04-02 06:15:00.0000000,1214,1524.0,11464.65,9.8500004,6029.0,15361.561,9.5600004
2020-04-02 06:30:00.0000000,1215,1528.0,11495.594,9.9399996,6029.0,15427.429,9.4499998
2020-04-02 06:45:00.0000000,1216,1548.0,11550.358,9.8000002,6029.0,15489.283,9.4499998
2020-04-02 07:00:00.0000000,1217,1547.0,11570.953,10.0,6029.0,15531.16,9.3800001
2020-04-02 07:15:00.0000000,1218,1542.0,11620.693,9.7700005,6020.0,15518.995,9.4300003
2020-04-02 07:30:00.0000000,1219,1542.0,11614.732,9.8400002,6019.0,15490.248,9.4300003
2020-04-02 07:45:00.0000000,1220,1529.0,11626.553,9.75,6019.0,15471.911,9.5799999
2020-04-02 08:00:00.0000000,1221,1531.0,11629.481,9.8299999,6018.0,15504.841,9.5500002
2020-04-02 08:15:00.0000000,1222,1533.0,11644.893,9.9399996,6017.0,15547.669,9.6099997
2020-04-02 08:30:00.0000000,1223,1538.0,11613.042,10.06,6028.0,15551.973,9.54
2020-04-02 08:45:00.0000000,1224,1521.0,11304.187,10.0,6029.0,15178.424,9.5200005
2020-04-02 09:00:00.0000000,1225,1495.0,10535.94,9.9499998,6029.0,14342.075,9.4399996
2020-04-02 09:15:00.0000000,1226,1435.0,9630.541,9.8000002,6029.0,13212.09,9.4799995
2020-04-02 09:30:00.0000000,1227,1388.0,8765.9404,9.8000002,6024.0,12207.257,9.5
2020-04-02 09:45:00.0000000,1228,1350.0,8059.1196,9.75,6019.0,11441.524,9.6499996
2020-04-02 10:00:00.0000000,1229,1317.0,7484.5615,9.8199997,6019.0,10946.688,9.6400003
2020-04-02 10:15:00.0000000,1230,1301.0,7042.8076,10.0,6018.0,10623.415,9.5900002
2020-04-02 10:30:00.0000000,1231,1293.0,6760.5049,9.96,6017.0,10482.825,9.6099997
2020-04-02 10:45:00.0000000,1232,1296.0,6709.9126,9.9499998,6024.0,10648.363,9.7299995
2020-04-02 11:00:00.0000000,1233,1330.0,6967.9287,9.9499998,6029.0,11147.514,9.5600004
2020-04-02 11:15:00.0000000,1234,1356.0,7339.1724,9.9899998,6029.0,11599.962,9.5299997
2020-04-02 11:30:00.0000000,1235,1379.0,7721.6592,9.7700005,6029.0,12088.623,9.3199997
2020-04-02 11:45:00.0000000,1236,1395.0,8073.4438,9.7399998,6028.0,12460.698,9.3599997
2020-04-02 12:00:00.0000000,1237,1407.0,8384.5654,9.7200003,6019.0,12774.441,9.3699999
2020-04-02 12:15:00.0000000,1238,1412.0,8628.9268,9.9099998,6019.0,12932.98,9.6099997
2020-04-02 12:30:00.0000000,1239,1415.0,8826.9717,9.75,6018.0,13086.016,9.5100002
2020-04-02 12:45:00.0000000,1240,1428.0,8984.0801,10.0,6018.0,13255.088,9.6000004
2020-04-02 13:00:00.0000000,1241,1428.0,9167.6416,9.8400002,6019.0,13423.456,9.6199999
2020-04-02 13:15:00.0000000,1242,1451.0,9339.5459,9.8900003,6029.0,13643.917,9.5900002
2020-04-02 13:30:00.0000000,1243,1455.0,9526.9395,9.8500004,6029.0,13824.397,9.4899998
2020-04-02 13:45:00.0000000,1244,1466.0,9696.7559,9.7700005,6029.0,13972.491,9.4899998
2020-04-02 14:00:00.0000000,1245,1472.0,9812.876,10.0,6029.0,14070.46,9.3900003
2020-04-02 14:15:00.0000000,1246,1470.0,9945.7305,9.8299999,6022.0,14067.819,9.4399996
2020-04-02 14:30:00.0000000,1247,1445.0,9912.877,9.8000002,6019.0,13835.394,9.4399996
2020-04-02 14:45:00.0000000,1248,1449.0,9847.7559,9.8900003,6019.0,13694.634,9.5699997
2020-04-02 15:00:00.0000000,1249,1435.0,9800.8584,9.8999996,6018.0,13605.866,9.6300001
2020-04-02 15:15:00.0000000,1250,1418.0,9656.2129,9.8999996,6016.0,13282.535,9.6199999
2020-04-02 15:30:00.0000000,1251,1418.0,9434.3955,9.8299999,6027.0,13014.965,9.7799997
2020-04-02 15:45:00.0000000,1252,1404.0,9070.6025,9.96,6029.0,12777.706,9.5299997
2020-04-02 16:00:00.0000000,1253,1391.0,8870.0322,9.8500004,6029.0,12538.396,9.5799999
2020-04-02 16:15:00.0000000,1254,1390.0,8817.54,9.6700001,6029.0,12549.562,9.4700003
2020-04-02 16:30:00.0000000,1255,1386.0,8784.6621,9.75,6026.0,12552.894,9.4300003
2020-04-02 16:45:00.0000000,1256,1369.0,8509.3525,9.8599997,6019.0,12259.188,9.54
2020-04-02 17:00:00.0000000,1257,1350.0,8043.3701,9.79,6019.0,11791.826,9.5200005
2020-04-02 17:15:00.0000000,1258,1343.0,7931.6826,9.8699999,6019.0,11720.83,9.8199997
2020-04-02 17:30:00.0000000,1259,1343.0,7954.6729,9.8500004,6018.0,11862.818,9.6599998
2020-04-02 17:45:00.0000000,1260,1357.0,7933.1484,9.8000002,6021.0,11858.973,9.71
2020-04-02 18:00:00.0000000,1261,1339.0,7635.4404,9.9099998,6029.0,11499.271,9.6000004
2020-04-02 18:15:00.0000000,1262,1298.0,7039.647,9.75,6029.0,10782.558,9.6099997
2020-04-02 18:30:00.0000000,1263,1275.0,6578.2422,9.5799999,6029.0,10279.771,9.54
2020-04-02 18:45:00.0000000,1264,1266.0,6363.3521,9.6300001,6029.0,10217.52,9.3900003
2020-04-02 19:00:00.0000000,1265,1265.0,6188.1245,9.9300003,6021.0,10148.775,9.4700003
2020-04-02 19:15:00.0000000,1266,1270.0,6212.0728,9.7399998,6019.0,10240.14,9.5200005
2020-04-02 19:30:00.0000000,1267,1262.0,6076.877,9.8800001,6019.0,9965.9756,9.6800003
2020-04-02 19:45:00.0000000,1268,1240.0,5824.2153,9.9700003,6018.0,9751.0566,9.6199999
2020-04-02 20:00:00.0000000,1269,1269.0,5810.7568,10.0,6017.0,9914.918,9.6899996
2020-04-02 20:15:00.0000000,1270,1263.0,5882.7393,9.7299995,6028.0,10070.074,9.6099997
2020-04-02 20:30:00.0000000,1271,1270.0,6054.4238,9.7700005,6029.0,10277.903,9.6300001
2020-04-02 20:45:00.0000000,1272,1279.0,6049.7871,9.8400002,6029.0,10240.138,9.6199999
2020-04-02 21:00:00.0000000,1273,1256.0,5934.7681,9.6599998,6029.0,10024.146,9.6000004
2020-04-02 21:15:00.0000000,1274,1236.0,5610.3076,9.8500004,6025.0,9584.9258,9.5299997
2020-04-02 21:30:00.0000000,1275,1218.0,5328.9204,9.6700001,6019.0,9197.3086,9.5699997
2020-04-02 21:45:00.0000000,1276,1227.0,5289.2231,9.7799997,6019.0,9327.875,9.6000004
2020-04-02 22:00:00.0000000,1277,1229.0,5351.083,9.8800001,6018.0,9530.249,9.6499996
2020-04-02 22:15:00.0000000,1278,1257.0,5442.7183,9.8400002,6017.0,9705.5518,9.6099997
2020-04-02 22:30:00.0000000,1279,1254.0,5604.7041,9.6700001,6023.0,9930.2432,9.6700001
2020-04-02 22:45:00.0000000,1280,1246.0,5456.0703,9.9099998,6029.0,9626.2686,9.5600004
2020-04-02 23:00:00.0000000,1281,1230.0,5287.209,9.6499996,6029.0,9400.1621,9.6000004
2020-04-02 23:15:00.0000000,1282,1226.0,5325.2334,9.5600004,6029.0,9503.7568,9.6099997
2020-04-02 23:30:00.0000000,1283,1244.0,5458.5229,9.7200003,6028.0,9749.9883,9.4499998
2020-04-02 23:45:00.0000000,1284,1249.0,5506.8228,9.7600002,6020.0,9814.5996,9.4799995
2020-04-03 00:00:00.0000000,1285,1253.0,5525.3857,9.7600002,6019.0,9872.5537,9.5299997
2020-04-03 00:15:00.0000000,1286,1264.0,5630.3574,9.9399996,6019.0,10045.263,9.6000004
2020-04-03 00:30:00.0000000,1287,1288.0,5882.6938,9.8299999,6018.0,10366.028,9.6999998
2020-04-03 00:45:00.0000000,1288,1291.0,6179.5791,9.6300001,6018.0,10654.504,9.5799999
2020-04-03 01:00:00.0000000,1289,1303.0,6421.3418,9.6499996,6029.0,10901.28,9.5799999
2020-04-03 01:15:00.0000000,1290,1311.0,6645.3472,9.5699997,6029.0,11140.498,9.5799999
2020-04-03 01:30:00.0000000,1291,1318.0,6826.1909,9.6400003,6029.0,11342.815,9.4499998
2020-04-03 01:45:00.0000000,1292,1335.0,6973.6157,9.75,6029.0,11534.638,9.3800001
2020-04-03 02:00:00.0000000,1293,1339.0,7174.0415,9.6700001,6023.0,11674.964,9.6400003
2020-04-03 02:15:00.0000000,1294,1355.0,7351.1299,9.8000002,6019.0,11858.608,9.4899998
2020-04-03 02:30:00.0000000,1295,1359.0,7482.5181,9.8800001,6019.0,11865.264,9.5799999
2020-04-03 02:45:00.0000000,1296,1361.0,7548.7954,9.7299995,6018.0,11873.066,9.6400003
2020-04-03 03:00:00.0000000,1297,1356.0,7512.4546,9.8000002,6017.0,11780.082,9.6300001
2020-04-03 03:15:00.0000000,1298,1339.0,7407.8037,9.5900002,6026.0,11583.951,9.6999998
2020-04-03 03:30:00.0000000,1299,1324.0,7194.1748,9.6199999,6029.0,11253.494,9.6300001
2020-04-03 03:45:00.0000000,1300,1277.0,6713.5151,9.5200005,6029.0,10508.34,9.5200005
2020-04-03 04:00:00.0000000,1301,1264.0,6289.5781,9.7700005,6029.0,10018.098,9.5200005
2020-04-03 04:15:00.0000000,1302,1245.0,5878.6245,9.7700005,6027.0,9557.7217,9.4399996
2020-04-03 04:30:00.0000000,1303,1233.0,5588.6333,9.8400002,6019.0,9313.9746,9.5500002
2020-04-03 04:45:00.0000000,1304,1230.0,5371.2744,9.8000002,6019.0,9186.8301,9.5200005
2020-04-03 05:00:00.0000000,1305,1234.0,5223.4233,9.8299999,6018.0,9108.9551,9.6800003
2020-04-03 05:15:00.0000000,1306,1231.0,5237.1597,9.7799997,6018.0,9276.0684,9.6800003
2020-04-03 05:30:00.0000000,1307,1244.0,5404.0532,9.75,6020.0,9567.0947,9.7700005
2020-04-03 05:45:00.0000000,1308,1250.0,5483.3267,9.6400003,6029.0,9735.6133,9.5600004
2020-04-03 06:00:00.0000000,1309,1236.0,5456.4346,9.6800003,6029.0,9702.1025,9.6499996
2020-04-03 06:15:00.0000000,1310,1246.0,5379.9751,9.75,6029.0,9643.2012,9.5600004
2020-04-03 06:30:00.0000000,1311,1237.0,5210.5386,9.8500004,6029.0,9427.4727,9.4499998
2020-04-03 06:45:00.0000000,1312,1226.0,5062.5527,9.8299999,6021.0,9260.7646,9.4700003
2020-04-03 07:00:00.0000000,1313,1231.0,4977.1787,9.7399998,6019.0,9159.0996,9.6400003
2020-04-03 07:15:00.0000000,1314,1229.0,4871.1685,9.7399998,6019.0,9049.3057,9.6999998
2020-04-03 07:30:00.0000000,1315,1208.0,4730.3452,9.6499996,6018.0,8845.2822,9.6199999
2020-04-03 07:45:00.0000000,1316,1191.0,4491.917,9.7799997,6017.0,8458.3154,9.6800003
2020-04-03 08:00:00.0000000,1317,1176.0,4315.9268,9.6199999,6028.0,8277.9268,9.6599998
2020-04-03 08:15:00.0000000,1318,1169.0,4242.834,9.75,6029.0,8302.3789,9.5299997
2020-04-03 08:30:00.0000000,1319,1183.0,4281.9146,9.75,6029.0,8440.208,9.5200005
2020-04-03 08:45:00.0000000,1320,1187.0,4292.998,9.8100004,6029.0,8439.7373,9.4399996
2020-04-03 09:00:00.0000000,1321,1185.0,4251.9775,9.8199997,6025.0,8407.4854,9.4200001
2020-04-03 09:15:00.0000000,1322,1190.0,4222.2461,9.75,6019.0,8362.6924,9.3800001
2020-04-03 09:30:00.0000000,1323,1189.0,4120.999,9.7399998,6019.0,8157.7593,9.4700003
2020-04-03 09:45:00.0000000,1324,1165.0,3997.27,9.6800003,6018.0,7959.8574,9.5299997
2020-04-03 10:00:00.0000000,1325,1167.0,3992.7522,9.6599998,6017.0,8057.0068,9.5799999
2020-04-03 10:15:00.0000000,1326,1168.0,4022.0396,9.6199999,6022.0,8150.1499,9.6000004
2020-04-03 10:30:00.0000000,1327,1170.0,4123.3389,9.6499996,6029.0,8384.3232,9.6300001
2020-04-03 10:45:00.0000000,1328,1189.0,4258.8921,9.7600002,6028.0,8598.793,9.5200005
2020-04-03 11:00:00.0000000,1329,1214.0,4445.3521,9.8800001,6029.0,8887.7842,9.46
2020-04-03 11:15:00.0000000,1330,1223.0,4672.8667,9.8400002,6028.0,9166.6621,9.4700003
2020-04-03 11:30:00.0000000,1331,1240.0,4751.6431,9.8999996,6020.0,9185.1318,9.4700003
2020-04-03 11:45:00.0000000,1332,1238.0,4802.2686,9.8100004,6019.0,9197.5195,9.5500002
2020-04-03 12:00:00.0000000,1333,1232.0,4867.5688,9.6700001,6019.0,9215.5928,9.6400003
2020-04-03 12:15:00.0000000,1334,1219.0,4769.8403,9.6700001,6018.0,9006.4658,9.6300001
2020-04-03 12:30:00.0000000,1335,1213.0,4761.3818,9.6899996,6017.0,9048.0098,9.6199999
2020-04-03 12:45:00.0000000,1336,1209.0,4827.1436,9.5799999,6028.0,9149.3867,9.6099997
2020-04-03 13:00:00.0000000,1337,1221.0,4922.1577,9.6800003,6028.0,9300.4414,9.5500002
2020-04-03 13:15:00.0000000,1338,1239.0,5066.8438,9.7600002,6029.0,9513.7305,9.4799995
2020-04-03 13:30:00.0000000,1339,1240.0,5084.8076,9.8400002,6029.0,9487.8418,9.46
2020-04-03 13:45:00.0000000,1340,1253.0,5134.3394,9.8100004,6024.0,9561.7959,9.4399996
2020-04-03 14:00:00.0000000,1341,1256.0,5173.0249,9.8199997,6019.0,9565.8164,9.6199999
2020-04-03 14:15:00.0000000,1342,1260.0,5365.9556,9.6400003,6019.0,9795.9824,9.6400003
2020-04-03 14:30:00.0000000,1343,1265.0,5582.0649,9.6499996,6018.0,10067.655,9.6499996
2020-04-03 14:45:00.0000000,1344,1272.0,5852.3306,9.54,6017.0,10391.05,9.6899996
2020-04-03 15:00:00.0000000,1345,1277.0,6099.3896,9.6899996,6025.0,10578.215,9.6899996
2020-04-03 15:15:00.0000000,1346,1289.0,6287.5137,9.6599998,6029.0,10802.974,9.54
2020-04-03 15:30:00.0000000,1347,1298.0,6374.9385,9.8699999,6029.0,10851.564,9.4399996
2020-04-03 15:45:00.0000000,1348,1301.0,6499.2046,9.8599997,6029.0,10884.322,9.3800001
2020-04-03 16:00:00.0000000,1349,1319.0,6634.9585,9.7299995,6028.0,10989.677,9.3100004
2020-04-03 16:15:00.0000000,1350,1312.0,6746.5928,9.6999998,6019.0,11000.912,9.4099998
2020-04-03 16:30:00.0000000,1351,1309.0,6775.6782,9.6599998,6019.0,10907.371,9.4499998
2020-04-03 16:45:00.0000000,1352,1299.0,6767.4121,9.5799999,6019.0,10839.118,9.5799999
2020-04-03 17:00:00.0000000,1353,1280.0,6665.1001,9.5900002,6018.0,10681.718,9.5299997
2020-04-03 17:15:00.0000000,1354,1272.0,6520.9775,9.5900002,6020.0,10570.559,9.5600004
2020-04-03 17:30:00.0000000,1355,1258.0,6251.4756,9.6599998,6029.0,10205.554,9.6400003
2020-04-03 17:45:00.0000000,1356,1253.0,6059.3652,9.6999998,6029.0,10108.567,9.5
2020-04-03 18:00:00.0000000,1357,1259.0,5997.3706,9.75,6029.0,10136.849,9.4700003
2020-04-03 18:15:00.0000000,1358,1268.0,5848.835,9.8000002,6029.0,9923.1445,9.4300003
2020-04-03 18:30:00.0000000,1359,1263.0,5863.0342,9.6800003,6022.0,10001.466,9.6300001
2020-04-03 18:45:00.0000000,1360,1261.0,5873.248,9.6300001,6019.0,10003.986,9.5799999
2020-04-03 19:00:00.0000000,1361,1255.0,5799.4575,9.5600004,6019.0,9880.957,9.6099997
2020-04-03 19:15:00.0000000,1362,1243.0,5787.6797,9.6599998,6018.0,9932.2666,9.7200003
2020-04-03 19:30:00.0000000,1363,1251.0,5872.708,9.7200003,6017.0,10134.458,9.5799999
2020-04-03 19:45:00.0000000,1364,1254.0,5865.5688,9.8699999,6027.0,10076.263,9.5799999
2020-04-03 20:00:00.0000000,1365,1262.0,5901.9526,9.8400002,6029.0,10197.267,9.5600004
2020-04-03 20:15:00.0000000,1366,1256.0,5859.3301,9.8100004,6029.0,10104.816,9.5799999
2020-04-03 20:30:00.0000000,1367,1264.0,5702.3628,9.7200003,6029.0,9911.0537,9.3699999
2020-04-03 20:45:00.0000000,1368,1255.0,5664.2568,9.7200003,6026.0,9822.6553,9.4399996
2020-04-03 21:00:00.0000000,1369,1244.0,5594.8188,9.5799999,6019.0,9725.708,9.4300003
2020-04-03 21:15:00.0000000,1370,1257.0,5695.5073,9.6000004,6019.0,9879.9863,9.5600004
2020-04-03 21:30:00.0000000,1371,1243.0,5772.1763,9.5299997,6019.0,9973.876,9.5799999
2020-04-03 21:45:00.0000000,1372,1240.0,5790.4741,9.6400003,6018.0,9913.7432,9.6599998
2020-04-03 22:00:00.0000000,1373,1249.0,5803.1294,9.6700001,6021.0,10000.458,9.6899996
2020-04-03 22:15:00.0000000,1374,1249.0,5822.2285,9.6800003,6028.0,10037.576,9.54
2020-04-03 22:30:00.0000000,1375,1254.0,5796.6792,9.8599997,6029.0,10058.271,9.5900002
2020-04-03 22:45:00.0000000,1376,1274.0,5777.6245,9.6700001,6029.0,10105.395,9.4799995
2020-04-03 23:00:00.0000000,1377,1263.0,5740.4663,9.6000004,6029.0,10070.27,9.5
2020-04-03 23:15:00.0000000,1378,1262.0,5716.1157,9.6499996,6020.0,10025.819,9.3999996
2020-04-03 23:30:00.0000000,1379,1266.0,5687.2158,9.6599998,6019.0,10033.213,9.4200001
2020-04-03 23:45:00.0000000,1380,1246.0,5661.9663,9.5200005,6019.0,9964.6826,9.4200001
2020-04-04 00:00:00.0000000,1381,1234.0,5548.7988,9.6400003,6018.0,9729.293,9.4899998
2020-04-04 00:15:00.0000000,1382,1230.0,5436.4692,9.7200003,6017.0,9562.9521,9.6700001
2020-04-04 00:30:00.0000000,1383,1230.0,5386.5747,9.6400003,6028.0,9625.5791,9.46
2020-04-04 00:45:00.0000000,1384,1236.0,5381.667,9.7399998,6029.0,9681.1748,9.5299997
2020-04-04 01:00:00.0000000,1385,1254.0,5386.1792,9.6800003,6029.0,9684.6377,9.5200005
2020-04-04 01:15:00.0000000,1386,1247.0,5371.2534,9.5900002,6029.0,9680.79,9.4399996
2020-04-04 01:30:00.0000000,1387,1246.0,5342.0635,9.5699997,6024.0,9657.3701,9.3000002
2020-04-04 01:45:00.0000000,1388,1250.0,5321.4487,9.6199999,6019.0,9671.8877,9.3500004
2020-04-04 02:00:00.0000000,1389,1231.0,5303.04,9.5799999,6019.0,9565.5957,9.4799995
2020-04-04 02:15:00.0000000,1390,1233.0,5247.6299,9.8599997,6018.0,9489.9619,9.5699997
2020-04-04 02:30:00.0000000,1391,1233.0,5215.5605,9.8900003,6017.0,9458.0625,9.6999998
2020-04-04 02:45:00.0000000,1392,1229.0,5190.1416,9.7700005,6024.0,9473.7285,9.6800003
2020-04-04 03:00:00.0000000,1393,1237.0,5186.6641,9.6899996,6029.0,9551.9424,9.6300001
2020-04-04 03:15:00.0000000,1394,1253.0,5214.021,9.8500004,6029.0,9657.6133,9.5699997
2020-04-04 03:30:00.0000000,1395,1245.0,5222.2935,9.6599998,6029.0,9541.0146,9.54
2020-04-04 03:45:00.0000000,1396,1229.0,5070.8198,9.6000004,6028.0,9243.998,9.4099998
2020-04-04 04:00:00.0000000,1397,1232.0,5010.8921,9.6499996,6019.0,9336.7441,9.46
2020-04-04 04:15:00.0000000,1398,1225.0,5047.7905,9.54,6018.0,9419.8965,9.71
2020-04-04 04:30:00.0000000,1399,1228.0,5053.3052,9.54,6018.0,9438.4678,9.6400003
2020-04-04 04:45:00.0000000,1400,1236.0,5064.8774,9.9300003,6018.0,9527.4893,9.6499996
2020-04-04 05:00:00.0000000,1401,1231.0,5089.8623,9.6899996,6018.0,9554.3652,9.6599998
2020-04-04 05:15:00.0000000,1402,1252.0,5146.4849,9.8900003,6028.0,9757.4375,9.54
2020-04-04 05:30:00.0000000,1403,1266.0,5309.5518,9.7600002,6029.0,10013.369,9.5799999
2020-04-04 05:45:00.0000000,1404,1279.0,5480.4756,9.7200003,6029.0,10267.712,9.4399996
2020-04-04 06:00:00.0000000,1405,1285.0,5586.583,9.7600002,6029.0,10333.271,9.4799995
2020-04-04 06:15:00.0000000,1406,1286.0,5685.0479,9.6400003,6023.0,10475.406,9.3000002
2020-04-04 06:30:00.0000000,1407,1278.0,5782.7427,9.54,6019.0,10543.405,9.5299997
2020-04-04 06:45:00.0000000,1408,1285.0,5817.5093,9.6999998,6019.0,10506.748,9.4099998
2020-04-04 07:00:00.0000000,1409,1277.0,5800.4097,9.7600002,6018.0,10424.006,9.5
2020-04-04 07:15:00.0000000,1410,1278.0,5830.627,9.7600002,6016.0,10480.104,9.6300001
2020-04-04 07:30:00.0000000,1411,1299.0,5907.959,9.8900003,6026.0,10640.527,9.5500002
2020-04-04 07:45:00.0000000,1412,1305.0,5998.7178,9.79,6029.0,10731.938,9.6000004
2020-04-04 08:00:00.0000000,1413,1304.0,6065.5078,9.6899996,6028.0,10819.564,9.46
2020-04-04 08:15:00.0000000,1414,1314.0,6142.1245,9.6999998,6029.0,10926.057,9.46
2020-04-04 08:30:00.0000000,1415,1314.0,6231.9146,9.6300001,6027.0,11036.245,9.4399996
2020-04-04 08:45:00.0000000,1416,1305.0,6318.9692,9.5900002,6019.0,11093.811,9.5200005
2020-04-04 09:00:00.0000000,1417,1321.0,6401.4302,9.6899996,6019.0,11186.94,9.6099997
2020-04-04 09:15:00.0000000,1418,1323.0,6508.0498,9.7600002,6018.0,11345.533,9.5200005
2020-04-04 09:30:00.0000000,1419,1325.0,6626.5376,9.8000002,6018.0,11453.252,9.6499996
2020-04-04 09:45:00.0000000,1420,1346.0,6756.4902,9.8500004,6019.0,11592.733,9.6999998
2020-04-04 10:00:00.0000000,1421,1352.0,6899.8481,9.71,6029.0,11753.127,9.6099997
2020-04-04 10:15:00.0000000,1422,1353.0,7004.8672,9.71,6029.0,11830.542,9.4499998
2020-04-04 10:30:00.0000000,1423,1361.0,7071.2373,9.7399998,6029.0,11877.182,9.4300003
2020-04-04 10:45:00.0000000,1424,1359.0,7127.4956,9.7399998,6029.0,11921.082,9.3699999
2020-04-04 11:00:00.0000000,1425,1352.0,7194.1611,9.7200003,6022.0,11938.505,9.6700001
2020-04-04 11:15:00.0000000,1426,1358.0,7264.4873,9.6300001,6019.0,12027.293,9.4700003
2020-04-04 11:30:00.0000000,1427,1369.0,7343.1328,9.8100004,6018.0,12111.833,9.6800003
2020-04-04 11:45:00.0000000,1428,1364.0,7453.4663,9.7700005,6018.0,12283.094,9.6000004
2020-04-04 12:00:00.0000000,1429,1384.0,7552.7896,9.75,6016.0,12373.033,9.6400003
2020-04-04 12:15:00.0000000,1430,1379.0,7596.2178,9.7600002,6027.0,12344.552,9.6800003
2020-04-04 12:30:00.0000000,1431,1374.0,7591.9888,9.6800003,6029.0,12320.94,9.4899998
2020-04-04 12:45:00.0000000,1432,1376.0,7563.6479,9.7200003,6029.0,12279.701,9.4700003
2020-04-04 13:00:00.0000000,1433,1365.0,7526.2856,9.6199999,6029.0,12206.096,9.4700003
2020-04-04 13:15:00.0000000,1434,1357.0,7480.4697,9.6700001,6026.0,12089.718,9.5200005
2020-04-04 13:30:00.0000000,1435,1354.0,7428.7759,9.6300001,6019.0,12011.86,9.3900003
2020-04-04 13:45:00.0000000,1436,1363.0,7430.084,9.8299999,6018.0,12059.755,9.4300003
2020-04-04 14:00:00.0000000,1437,1361.0,7485.5444,9.8900003,6018.0,12137.323,9.5799999
2020-04-04 14:15:00.0000000,1438,1377.0,7553.5479,9.7600002,6017.0,12240.715,9.6199999
2020-04-04 14:30:00.0000000,1439,1382.0,7598.2485,9.8999996,6022.0,12342.935,9.6199999
2020-04-04 14:45:00.0000000,1440,1379.0,7620.7417,9.8999996,6029.0,12310.688,9.6300001
2020-04-04 15:00:00.0000000,1441,1364.0,7572.8096,9.6599998,6028.0,12171.228,9.5100002
2020-04-04 15:15:00.0000000,1442,1363.0,7512.1069,9.6800003,6029.0,12119.869,9.4499998
2020-04-04 15:30:00.0000000,1443,1366.0,7534.3018,9.8500004,6029.0,12220.825,9.4200001
2020-04-04 15:45:00.0000000,1444,1369.0,7636.5312,9.6499996,6020.0,12316.387,9.5299997
2020-04-04 16:00:00.0000000,1445,1375.0,7704.5601,9.79,6019.0,12378.418,9.6099997
2020-04-04 16:15:00.0000000,1446,1376.0,7771.2041,9.8400002,6019.0,12475.04,9.5900002
2020-04-04 16:30:00.0000000,1447,1388.0,7830.5693,9.79,6018.0,12486.245,9.5799999
2020-04-04 16:45:00.0000000,1448,1381.0,7856.8755,9.8000002,6017.0,12489.096,9.7200003
2020-04-04 17:00:00.0000000,1449,1384.0,7899.396,9.7700005,6028.0,12585.955,9.6599998
2020-04-04 17:15:00.0000000,1450,1389.0,7952.7231,9.7299995,6029.0,12727.49,9.54
2020-04-04 17:30:00.0000000,1451,1382.0,7971.8081,9.71,6029.0,12710.419,9.5500002
2020-04-04 17:45:00.0000000,1452,1378.0,7961.4438,9.6400003,6029.0,12688.59,9.5
2020-04-04 18:00:00.0000000,1453,1383.0,7940.9927,9.6999998,6024.0,12720.834,9.46
2020-04-04 18:15:00.0000000,1454,1384.0,7866.9766,9.8800001,6019.0,12681.213,9.3800001
2020-04-04 18:30:00.0000000,1455,1370.0,7745.0381,9.7799997,6019.0,12381.074,9.4499998
2020-04-04 18:45:00.0000000,1456,1377.0,7709.9668,9.79,6018.0,12347.028,9.54
2020-04-04 19:00:00.0000000,1457,1369.0,7690.0327,9.8199997,6017.0,12369.947,9.6000004
2020-04-04 19:15:00.0000000,1458,1365.0,7584.2134,9.8000002,6024.0,12246.288,9.6499996
2020-04-04 19:30:00.0000000,1459,1345.0,7385.647,9.6599998,6029.0,11891.562,9.4200001
