PRISM Time Series Data
Location:  Lat: 40.6950   Lon: -77.9198   Elev: 443m
Climate variable: ppt
Spatial resolution: 4km
Period: 2015-06-10 - 2019-06-24
Dataset: AN81d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2020-Aug-30
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (mm)
2015-12-25,0.00
2015-12-26,0.17
2015-12-27,6.10
2015-12-28,4.95
2015-12-29,12.64
2015-12-30,0.00
2015-12-31,0.00
2016-01-01,0.09
2016-01-02,0.00
2016-01-03,0.00
2016-01-04,0.37
2016-01-05,0.00
2016-01-06,0.00
2016-01-07,0.00
2016-01-08,0.00
2016-01-09,1.52
2016-01-10,27.22
2016-01-11,6.31
2016-01-12,0.00
2016-01-13,1.89
2016-01-14,0.49
2016-01-15,0.00
2016-01-16,4.98
2016-01-17,0.01
2016-01-18,0.42
2016-01-19,0.00
2016-01-20,0.00
2016-01-21,0.77
2016-01-22,0.00
2016-01-23,12.66
2016-01-24,4.56
2016-01-25,0.00
2016-01-26,0.00
2016-01-27,0.00
2016-01-28,0.00
2016-01-29,0.42
2016-01-30,0.00
2016-01-31,0.00
2016-02-01,0.00
2016-02-02,0.00
2016-02-03,13.24
2016-02-04,15.46
2016-02-05,0.09
2016-02-06,0.00
2016-02-07,0.00
2016-02-08,0.00
2016-02-09,0.12
2016-02-10,4.53
2016-02-11,1.20
2016-02-12,0.00
2016-02-13,0.56
2016-02-14,0.00
2016-02-15,0.00
2016-02-16,15.49
2016-02-17,16.66
2016-02-18,0.14
2016-02-19,0.00
2016-02-20,0.00
2016-02-21,0.00
2016-02-22,0.00
2016-02-23,0.00
2016-02-24,1.16
2016-02-25,17.21
2016-02-26,0.81
2016-02-27,0.00
2016-02-28,0.00
2016-02-29,0.36
2016-03-01,0.00
2016-03-02,2.08
2016-03-03,0.00
2016-03-04,1.25
2016-03-05,0.00
2016-03-06,0.00
2016-03-07,0.00
2016-03-08,0.27
2016-03-09,0.00
2016-03-10,0.00
2016-03-11,3.09
2016-03-12,0.00
2016-03-13,0.00
2016-03-14,14.76
2016-03-15,0.49
2016-03-16,0.68
2016-03-17,0.00
2016-03-18,0.31
2016-03-19,0.00
2016-03-20,0.00
2016-03-21,0.00
2016-03-22,0.00
2016-03-23,0.00
2016-03-24,0.00
2016-03-25,3.82
2016-03-26,0.00
2016-03-27,0.00
2016-03-28,4.98
2016-03-29,0.96
2016-03-30,0.00
2016-03-31,0.00
2016-04-01,0.00
2016-04-02,3.66
2016-04-03,2.98
2016-04-04,0.68
2016-04-05,4.24
2016-04-06,0.00
2016-04-07,0.90
2016-04-08,7.09
2016-04-09,2.53
2016-04-10,0.79
2016-04-11,0.73
2016-04-12,1.55
2016-04-13,0.00
2016-04-14,0.00
2016-04-15,0.00
2016-04-16,0.00
2016-04-17,0.00
2016-04-18,0.00
2016-04-19,0.00
2016-04-20,0.00
2016-04-21,0.00
2016-04-22,0.00
2016-04-23,0.23
2016-04-24,0.00
2016-04-25,0.00
2016-04-26,2.40
2016-04-27,6.01
2016-04-28,0.00
2016-04-29,11.09
2016-04-30,1.25
2016-05-01,12.97
2016-05-02,3.85
2016-05-03,2.03
2016-05-04,0.00
2016-05-05,6.20
2016-05-06,0.00
2016-05-07,9.57
2016-05-08,3.29
2016-05-09,0.00
2016-05-10,0.05
2016-05-11,0.51
2016-05-12,1.80
2016-05-13,3.71
2016-05-14,7.09
2016-05-15,4.18
2016-05-16,1.54
2016-05-17,0.00
2016-05-18,1.53
2016-05-19,0.44
2016-05-20,0.00
2016-05-21,6.72
2016-05-22,19.71
2016-05-23,6.67
2016-05-24,0.14
2016-05-25,0.00
2016-05-26,0.00
2016-05-27,1.52
2016-05-28,0.00
2016-05-29,0.01
2016-05-30,0.00
2016-05-31,3.81
2016-06-01,0.00
2016-06-02,0.00
2016-06-03,7.94
2016-06-04,2.69
2016-06-05,1.48
2016-06-06,19.54
2016-06-07,9.32
2016-06-08,2.38
2016-06-09,4.58
2016-06-10,0.00
2016-06-11,0.00
2016-06-12,0.00
2016-06-13,0.00
2016-06-14,0.00
2016-06-15,0.00
2016-06-16,5.99
2016-06-17,4.25
2016-06-18,0.00
2016-06-19,0.00
2016-06-20,0.00
2016-06-21,0.00
2016-06-22,0.00
2016-06-23,0.70
2016-06-24,19.30
2016-06-25,0.00
2016-06-26,0.00
2016-06-27,0.00
2016-06-28,0.00
2016-06-29,0.00
2016-06-30,0.00
2016-07-01,0.00
2016-07-02,0.08
2016-07-03,0.00
2016-07-04,0.00
2016-07-05,4.92
2016-07-06,0.00
2016-07-07,0.00
2016-07-08,0.00
2016-07-09,18.43
2016-07-10,0.00
2016-07-11,0.00
2016-07-12,0.00
2016-07-13,0.00
2016-07-14,4.19
2016-07-15,1.38
2016-07-16,2.60
2016-07-17,2.09
2016-07-18,0.00
2016-07-19,0.24
2016-07-20,0.00
2016-07-21,0.00
2016-07-22,0.00
2016-07-23,0.00
2016-07-24,0.00
2016-07-25,2.86
2016-07-26,3.40
2016-07-27,0.00
2016-07-28,0.00
2016-07-29,2.69
2016-07-30,0.00
2016-07-31,29.14
2016-08-01,0.00
2016-08-02,1.26
2016-08-03,0.00
2016-08-04,0.00
2016-08-05,0.00
2016-08-06,1.80
2016-08-07,0.00
2016-08-08,0.00
2016-08-09,0.00
2016-08-10,0.00
2016-08-11,32.42
2016-08-12,7.99
2016-08-13,0.00
2016-08-14,8.14
2016-08-15,1.10
2016-08-16,4.42
2016-08-17,5.21
2016-08-18,0.62
2016-08-19,0.00
2016-08-20,0.00
2016-08-21,0.37
2016-08-22,33.93
2016-08-23,0.00
2016-08-24,0.00
2016-08-25,0.00
2016-08-26,0.53
2016-08-27,0.00
2016-08-28,0.00
2016-08-29,6.81
2016-08-30,0.00
2016-08-31,0.00
2016-09-01,0.50
2016-09-02,0.00
2016-09-03,0.00
2016-09-04,0.00
2016-09-05,0.00
2016-09-06,0.00
2016-09-07,0.00
2016-09-08,5.61
2016-09-09,3.63
2016-09-10,0.19
2016-09-11,0.00
2016-09-12,0.00
2016-09-13,0.00
2016-09-14,0.00
2016-09-15,0.00
2016-09-16,0.00
2016-09-17,0.00
2016-09-18,6.40
2016-09-19,10.29
2016-09-20,0.51
2016-09-21,0.00
2016-09-22,0.00
2016-09-23,0.00
2016-09-24,0.00
2016-09-25,0.00
2016-09-26,0.00
2016-09-27,2.01
2016-09-28,0.00
2016-09-29,27.67
2016-09-30,12.64
2016-10-01,6.17
2016-10-02,7.08
2016-10-03,0.77
2016-10-04,0.03
2016-10-05,0.00
2016-10-06,0.00
2016-10-07,0.00
2016-10-08,0.07
2016-10-09,5.16
2016-10-10,0.00
2016-10-11,0.00
2016-10-12,0.00
2016-10-13,0.01
2016-10-14,3.02
2016-10-15,0.00
2016-10-16,0.00
2016-10-17,0.52
2016-10-18,1.74
2016-10-19,2.21
2016-10-20,0.00
2016-10-21,25.83
2016-10-22,8.71
2016-10-23,1.14
2016-10-24,1.02
2016-10-25,0.00
2016-10-26,0.00
2016-10-27,2.60
2016-10-28,3.08
2016-10-29,0.00
2016-10-30,0.00
2016-10-31,3.34
2016-11-01,0.00
2016-11-02,0.00
2016-11-03,0.00
2016-11-04,2.46
2016-11-05,0.00
2016-11-06,0.00
2016-11-07,0.00
2016-11-08,0.00
2016-11-09,4.06
2016-11-10,3.37
2016-11-11,0.00
2016-11-12,0.00
2016-11-13,0.00
2016-11-14,0.00
2016-11-15,0.00
2016-11-16,0.00
2016-11-17,0.00
2016-11-18,0.00
2016-11-19,0.00
2016-11-20,0.64
2016-11-21,0.49
2016-11-22,0.00
2016-11-23,0.00
2016-11-24,1.08
2016-11-25,0.82
2016-11-26,0.40
2016-11-27,0.00
2016-11-28,0.00
2016-11-29,5.54
2016-11-30,1.09
2016-12-01,17.40
2016-12-02,0.00
2016-12-03,0.00
2016-12-04,0.00
2016-12-05,5.27
2016-12-06,0.00
2016-12-07,12.64
2016-12-08,0.00
2016-12-09,0.00
2016-12-10,0.02
2016-12-11,0.19
2016-12-12,11.76
2016-12-13,0.00
2016-12-14,4.06
2016-12-15,0.00
2016-12-16,0.00
2016-12-17,4.07
2016-12-18,21.49
2016-12-19,4.51
2016-12-20,0.00
2016-12-21,0.00
2016-12-22,0.00
2016-12-23,0.00
2016-12-24,0.69
2016-12-25,0.16
2016-12-26,0.00
2016-12-27,1.47
2016-12-28,0.00
2016-12-29,1.56
2016-12-30,0.74
2016-12-31,0.00
2017-01-01,0.47
2017-01-02,0.83
2017-01-03,1.32
2017-01-04,12.78
2017-01-05,0.00
2017-01-06,0.78
2017-01-07,0.00
2017-01-08,0.00
2017-01-09,0.00
2017-01-10,0.00
2017-01-11,4.98
2017-01-12,6.60
2017-01-13,8.61
2017-01-14,0.00
2017-01-15,0.51
2017-01-16,0.00
2017-01-17,1.06
2017-01-18,1.90
2017-01-19,0.31
2017-01-20,0.00
2017-01-21,3.21
2017-01-22,0.00
2017-01-23,0.73
2017-01-24,21.13
2017-01-25,2.02
2017-01-26,2.32
2017-01-27,0.84
2017-01-28,0.37
2017-01-29,0.19
2017-01-30,0.05
2017-01-31,2.10
2017-02-01,6.37
2017-02-02,0.62
2017-02-03,0.00
2017-02-04,0.00
2017-02-05,0.00
2017-02-06,0.00
2017-02-07,2.56
2017-02-08,6.86
2017-02-09,14.19
2017-02-10,1.70
2017-02-11,0.00
2017-02-12,2.26
2017-02-13,6.30
2017-02-14,0.00
2017-02-15,0.00
2017-02-16,0.35
2017-02-17,0.00
2017-02-18,0.00
2017-02-19,0.00
2017-02-20,0.00
2017-02-21,0.00
2017-02-22,0.00
2017-02-23,0.00
2017-02-24,0.00
2017-02-25,0.00
2017-02-26,9.40
2017-02-27,0.00
2017-02-28,0.00
2017-03-01,7.46
2017-03-02,8.21
2017-03-03,0.00
2017-03-04,0.71
2017-03-05,0.00
2017-03-06,0.00
2017-03-07,12.07
2017-03-08,4.26
2017-03-09,0.00
2017-03-10,7.27
2017-03-11,1.87
2017-03-12,0.00
2017-03-13,0.00
2017-03-14,13.62
2017-03-15,5.40
2017-03-16,0.72
2017-03-17,0.00
2017-03-18,0.53
2017-03-19,5.84
2017-03-20,0.00
2017-03-21,1.56
2017-03-22,0.00
2017-03-23,0.00
2017-03-24,0.29
2017-03-25,0.00
2017-03-26,0.00
2017-03-27,8.85
2017-03-28,1.62
2017-03-29,6.29
2017-03-30,0.00
2017-03-31,1.83
2017-04-01,23.20
2017-04-02,0.00
2017-04-03,0.00
2017-04-04,9.34
2017-04-05,2.10
2017-04-06,0.99
2017-04-07,20.20
2017-04-08,0.86
2017-04-09,0.00
2017-04-10,0.00
2017-04-11,0.00
2017-04-12,3.72
2017-04-13,0.00
2017-04-14,0.00
2017-04-15,0.00
2017-04-16,2.96
2017-04-17,3.93
2017-04-18,0.00
2017-04-19,0.00
2017-04-20,8.15
2017-04-21,5.74
2017-04-22,1.09
2017-04-23,0.76
2017-04-24,0.00
2017-04-25,0.71
2017-04-26,2.41
2017-04-27,0.00
2017-04-28,10.56
2017-04-29,4.43
2017-04-30,0.36
2017-05-01,0.20
2017-05-02,16.64
2017-05-03,0.40
2017-05-04,0.00
2017-05-05,28.72
2017-05-06,22.70
2017-05-07,4.91
2017-05-08,0.39
2017-05-09,0.00
2017-05-10,0.00
2017-05-11,0.00
2017-05-12,2.69
2017-05-13,7.82
2017-05-14,1.27
2017-05-15,0.00
2017-05-16,0.00
2017-05-17,0.00
2017-05-18,0.00
2017-05-19,0.00
2017-05-20,1.30
2017-05-21,0.29
2017-05-22,0.20
2017-05-23,0.01
2017-05-24,0.00
2017-05-25,18.09
2017-05-26,17.25
2017-05-27,0.00
2017-05-28,0.00
2017-05-29,26.57
2017-05-30,0.00
2017-05-31,17.76
2017-06-01,0.00
2017-06-02,0.00
2017-06-03,0.00
2017-06-04,0.00
2017-06-05,1.19
2017-06-06,0.12
2017-06-07,7.85
2017-06-08,1.26
2017-06-09,0.00
2017-06-10,0.31
2017-06-11,0.00
2017-06-12,0.00
2017-06-13,0.00
2017-06-14,0.00
2017-06-15,0.00
2017-06-16,41.27
2017-06-17,14.42
2017-06-18,0.00
2017-06-19,6.66
2017-06-20,14.48
2017-06-21,0.00
2017-06-22,1.63
2017-06-23,6.33
2017-06-24,14.86
2017-06-25,0.00
2017-06-26,0.00
2017-06-27,0.04
2017-06-28,0.00
2017-06-29,0.00
2017-06-30,0.00
2017-07-01,2.53
2017-07-02,18.88
2017-07-03,0.00
2017-07-04,1.55
2017-07-05,0.00
2017-07-06,1.87
2017-07-07,5.24
2017-07-08,5.26
2017-07-09,0.14
2017-07-10,0.00
2017-07-11,3.65
2017-07-12,0.04
2017-07-13,0.48
2017-07-14,13.82
2017-07-15,28.50
2017-07-16,0.00
2017-07-17,0.00
2017-07-18,0.04
2017-07-19,1.45
2017-07-20,5.08
2017-07-21,0.00
2017-07-22,0.00
2017-07-23,8.19
2017-07-24,3.99
2017-07-25,1.71
2017-07-26,0.00
2017-07-27,0.00
2017-07-28,0.00
2017-07-29,65.26
2017-07-30,0.00
2017-07-31,0.00
2017-08-01,0.00
2017-08-02,0.38
2017-08-03,4.87
2017-08-04,0.00
2017-08-05,6.58
2017-08-06,0.00
2017-08-07,3.48
2017-08-08,11.47
2017-08-09,0.00
2017-08-10,0.00
2017-08-11,0.00
2017-08-12,1.97
2017-08-13,22.52
2017-08-14,0.00
2017-08-15,0.01
2017-08-16,0.00
2017-08-17,0.00
2017-08-18,3.15
2017-08-19,10.68
2017-08-20,6.48
2017-08-21,0.00
2017-08-22,0.66
2017-08-23,6.04
2017-08-24,0.00
2017-08-25,3.49
2017-08-26,0.00
2017-08-27,0.00
2017-08-28,0.00
2017-08-29,0.00
2017-08-30,0.00
2017-08-31,0.00
2017-09-01,1.95
2017-09-02,0.00
2017-09-03,15.15
2017-09-04,0.95
2017-09-05,0.00
2017-09-06,16.53
2017-09-07,1.55
2017-09-08,0.00
2017-09-09,1.59
2017-09-10,0.00
2017-09-11,0.00
2017-09-12,0.00
2017-09-13,0.39
2017-09-14,1.19
2017-09-15,2.24
2017-09-16,0.00
2017-09-17,0.00
2017-09-18,0.00
2017-09-19,0.00
2017-09-20,0.00
2017-09-21,0.00
2017-09-22,0.00
2017-09-23,0.00
2017-09-24,0.00
2017-09-25,0.00
2017-09-26,0.00
2017-09-27,0.00
2017-09-28,0.00
2017-09-29,0.00
2017-09-30,1.31
2017-10-01,0.00
2017-10-02,0.00
2017-10-03,0.00
2017-10-04,0.00
2017-10-05,0.00
2017-10-06,4.35
2017-10-07,0.00
2017-10-08,8.11
2017-10-09,16.11
2017-10-10,5.01
2017-10-11,1.73
2017-10-12,30.39
2017-10-13,0.28
2017-10-14,0.01
2017-10-15,0.00
2017-10-16,4.42
2017-10-17,0.00
2017-10-18,0.00
2017-10-19,0.00
2017-10-20,0.00
2017-10-21,0.00
2017-10-22,0.00
2017-10-23,0.00
2017-10-24,15.45
2017-10-25,0.00
2017-10-26,0.00
2017-10-27,0.00
2017-10-28,0.00
2017-10-29,34.43
2017-10-30,50.75
2017-10-31,0.00
2017-11-01,0.00
2017-11-02,3.56
2017-11-03,0.49
2017-11-04,0.00
2017-11-05,1.87
2017-11-06,13.69
2017-11-07,1.84
2017-11-08,3.81
2017-11-09,0.00
2017-11-10,0.00
2017-11-11,0.00
2017-11-12,0.00
2017-11-13,0.32
2017-11-14,0.00
2017-11-15,0.00
2017-11-16,1.14
2017-11-17,0.21
2017-11-18,0.00
2017-11-19,27.29
2017-11-20,0.67
2017-11-21,0.00
2017-11-22,0.00
2017-11-23,0.00
2017-11-24,0.00
2017-11-25,0.00
2017-11-26,0.19
2017-11-27,0.00
2017-11-28,0.00
2017-11-29,0.00
2017-11-30,0.00
2017-12-01,0.85
2017-12-02,0.00
2017-12-03,0.00
2017-12-04,0.00
2017-12-05,0.82
2017-12-06,11.51
2017-12-07,0.00
2017-12-08,0.07
2017-12-09,0.00
2017-12-10,0.00
2017-12-11,0.00
2017-12-12,0.00
2017-12-13,0.00
2017-12-14,7.28
2017-12-15,0.00
2017-12-16,0.00
2017-12-17,0.00
2017-12-18,0.00
2017-12-19,0.41
2017-12-20,0.00
2017-12-21,0.00
2017-12-22,0.00
2017-12-23,2.84
2017-12-24,5.62
2017-12-25,1.73
2017-12-26,0.13
2017-12-27,0.00
2017-12-28,0.00
2017-12-29,0.00
2017-12-30,2.29
2017-12-31,0.67
2018-01-01,0.00
2018-01-02,0.00
2018-01-03,0.00
2018-01-04,0.00
2018-01-05,0.00
2018-01-06,0.00
2018-01-07,0.00
2018-01-08,0.00
2018-01-09,0.25
2018-01-10,0.00
2018-01-11,0.00
2018-01-12,10.56
2018-01-13,37.09
2018-01-14,0.00
2018-01-15,0.00
2018-01-16,0.51
2018-01-17,3.70
2018-01-18,0.00
2018-01-19,0.00
2018-01-20,0.00
2018-01-21,0.00
2018-01-22,1.03
2018-01-23,4.18
2018-01-24,2.24
2018-01-25,0.00
2018-01-26,0.00
2018-01-27,0.00
2018-01-28,1.32
2018-01-29,0.00
2018-01-30,1.45
2018-01-31,0.00
2018-02-01,0.00
2018-02-02,0.67
2018-02-03,0.00
2018-02-04,1.27
2018-02-05,8.43
2018-02-06,0.00
2018-02-07,3.49
2018-02-08,12.77
2018-02-09,0.00
2018-02-10,0.67
2018-02-11,3.79
2018-02-12,5.04
2018-02-13,0.00
2018-02-14,0.00
2018-02-15,7.49
2018-02-16,30.02
2018-02-17,3.86
2018-02-18,7.74
2018-02-19,0.00
2018-02-20,9.20
2018-02-21,0.00
2018-02-22,3.50
2018-02-23,18.39
2018-02-24,7.24
2018-02-25,24.41
2018-02-26,1.36
2018-02-27,0.00
2018-02-28,0.00
2018-03-01,0.00
2018-03-02,25.38
2018-03-03,0.04
2018-03-04,0.00
2018-03-05,0.00
2018-03-06,0.00
2018-03-07,1.84
2018-03-08,2.00
2018-03-09,0.61
2018-03-10,0.00
2018-03-11,0.00
2018-03-12,0.00
2018-03-13,0.58
2018-03-14,0.00
2018-03-15,0.00
2018-03-16,0.51
2018-03-17,0.00
2018-03-18,0.00
2018-03-19,0.00
2018-03-20,0.00
2018-03-21,2.14
2018-03-22,8.43
2018-03-23,0.00
2018-03-24,0.00
2018-03-25,0.00
2018-03-26,0.00
2018-03-27,0.00
2018-03-28,3.32
2018-03-29,1.89
2018-03-30,5.45
2018-03-31,0.54
2018-04-01,0.47
2018-04-02,14.16
2018-04-03,1.01
2018-04-04,12.43
2018-04-05,0.96
2018-04-06,0.00
2018-04-07,0.99
2018-04-08,0.00
2018-04-09,0.00
2018-04-10,1.30
2018-04-11,0.00
2018-04-12,0.95
2018-04-13,0.53
2018-04-14,0.00
2018-04-15,0.00
2018-04-16,38.58
2018-04-17,7.08
2018-04-18,0.77
2018-04-19,1.90
2018-04-20,1.05
2018-04-21,0.00
2018-04-22,0.00
2018-04-23,0.00
2018-04-24,0.01
2018-04-25,5.36
2018-04-26,0.03
2018-04-27,0.57
2018-04-28,6.90
2018-04-29,0.01
2018-04-30,0.00
2018-05-01,0.00
2018-05-02,0.00
2018-05-03,0.00
2018-05-04,2.74
2018-05-05,1.51
2018-05-06,10.33
2018-05-07,8.30
2018-05-08,0.00
2018-05-09,0.00
2018-05-10,0.60
2018-05-11,9.81
2018-05-12,15.47
2018-05-13,9.87
2018-05-14,22.61
2018-05-15,1.00
2018-05-16,10.54
2018-05-17,3.00
2018-05-18,0.23
2018-05-19,11.71
2018-05-20,0.64
2018-05-21,0.49
2018-05-22,0.00
2018-05-23,11.69
2018-05-24,0.00
2018-05-25,0.00
2018-05-26,5.30
2018-05-27,4.11
2018-05-28,2.64
2018-05-29,0.18
2018-05-30,0.00
2018-05-31,1.21
2018-06-01,0.00
2018-06-02,0.01
2018-06-03,9.57
2018-06-04,14.24
2018-06-05,0.00
2018-06-06,3.17
2018-06-07,0.00
2018-06-08,0.00
2018-06-09,0.00
2018-06-10,2.37
2018-06-11,51.47
2018-06-12,0.00
2018-06-13,5.62
2018-06-14,1.43
2018-06-15,0.00
2018-06-16,0.00
2018-06-17,0.00
2018-06-18,0.00
2018-06-19,20.24
2018-06-20,2.27
2018-06-21,9.54
2018-06-22,0.83
2018-06-23,5.32
2018-06-24,6.74
2018-06-25,1.26
2018-06-26,0.00
2018-06-27,0.93
2018-06-28,5.39
2018-06-29,0.79
2018-06-30,0.00
2018-07-01,0.00
2018-07-02,0.00
2018-07-03,5.25
2018-07-04,0.00
2018-07-05,15.19
2018-07-06,1.68
2018-07-07,0.88
2018-07-08,0.00
2018-07-09,0.00
2018-07-10,0.00
2018-07-11,6.26
2018-07-12,0.00
2018-07-13,0.00
2018-07-14,0.00
2018-07-15,2.33
2018-07-16,10.60
2018-07-17,0.82
2018-07-18,17.76
2018-07-19,0.00
2018-07-20,0.00
2018-07-21,0.00
2018-07-22,56.99
2018-07-23,4.45
2018-07-24,43.79
2018-07-25,23.25
2018-07-26,17.79
2018-07-27,0.52
2018-07-28,12.19
2018-07-29,0.00
2018-07-30,1.10
2018-07-31,22.09
2018-08-01,1.58
2018-08-02,9.70
2018-08-03,42.01
2018-08-04,21.09
2018-08-05,0.00
2018-08-06,0.00
2018-08-07,0.64
2018-08-08,8.87
2018-08-09,1.96
2018-08-10,0.00
2018-08-11,0.04
2018-08-12,0.00
2018-08-13,6.71
2018-08-14,38.63
2018-08-15,4.28
2018-08-16,0.00
2018-08-17,9.91
2018-08-18,2.69
2018-08-19,2.10
2018-08-20,0.45
2018-08-21,1.99
2018-08-22,8.60
2018-08-23,0.32
2018-08-24,0.00
2018-08-25,0.00
2018-08-26,0.00
2018-08-27,0.00
2018-08-28,0.00
2018-08-29,0.00
2018-08-30,0.00
2018-08-31,10.73
2018-09-01,5.79
2018-09-02,0.00
2018-09-03,0.00
2018-09-04,0.25
2018-09-05,0.00
2018-09-06,0.00
2018-09-07,3.20
2018-09-08,3.05
2018-09-09,25.75
2018-09-10,69.83
2018-09-11,47.85
2018-09-12,0.47
2018-09-13,0.67
2018-09-14,1.36
2018-09-15,0.00
2018-09-16,0.00
2018-09-17,0.00
2018-09-18,27.91
2018-09-19,0.43
2018-09-20,0.00
2018-09-21,0.00
2018-09-22,1.78
2018-09-23,0.29
2018-09-24,0.00
2018-09-25,17.05
2018-09-26,13.32
2018-09-27,4.10
2018-09-28,12.66
2018-09-29,0.00
2018-09-30,0.00
2018-10-01,0.00
2018-10-02,0.00
2018-10-03,2.87
2018-10-04,0.00
2018-10-05,2.92
2018-10-06,0.00
2018-10-07,2.07
2018-10-08,1.05
2018-10-09,0.00
2018-10-10,0.00
2018-10-11,7.88
2018-10-12,11.06
2018-10-13,5.92
2018-10-14,0.34
2018-10-15,0.59
2018-10-16,1.87
2018-10-17,0.00
2018-10-18,0.00
2018-10-19,0.00
2018-10-20,1.20
2018-10-21,7.18
2018-10-22,0.00
2018-10-23,0.00
2018-10-24,0.00
2018-10-25,0.00
2018-10-26,0.00
2018-10-27,16.85
